time,open,high,low,upstop,downstop,volume,money,close
2008/6/26,2.9516,3.1177,2.9078,3.2681,2.6728,107895252.1,29832562,2.9485
2008/6/27,2.8138,2.8733,2.654,3.243,2.654,70917844.24,21246944,2.6947
2008/6/30,2.6728,2.8545,2.6383,2.9642,2.4252,51120955.72,15233130,2.8012
2008/7/1,2.8451,2.8608,2.6947,3.0801,2.5224,33418402.15,10005846,2.7386
2008/7/2,2.7574,2.8576,2.7166,3.0112,2.466,42213249.33,12451631,2.7887
2008/7/3,2.7574,3.0676,2.7166,3.0676,2.5098,123404185,34476037,3.0676
2008/7/4,3.087,3.215,3.0305,3.3731,2.7595,127234656.1,33714485,3.1435
2008/7/7,3.2338,3.3844,3.1623,3.4597,2.831,137146578,34193014,3.3731
2008/7/8,3.4221,3.7119,3.3807,3.7119,3.0343,227224481.9,52472303,3.7119
2008/7/9,3.7722,4.0846,3.7722,4.0846,3.3392,355764592,74762490,4.0846
2008/7/10,4.0621,4.3105,3.8324,4.495,3.6781,454474958.2,91947134,3.8324
2008/7/11,3.727,3.9115,3.5576,4.2164,3.4484,255978888.1,57545220,3.6668
2008/7/14,3.6705,4.0319,3.6668,4.0319,3.3016,214916552.4,45398375,4.0319
2008/7/15,4.2202,4.3369,4.0621,4.4348,3.6291,553017247.4,109507154,4.1336
2008/7/16,4.0282,4.2428,3.7684,4.5477,3.7195,305738748.3,62677828,4.0658
2008/7/17,4.0658,4.2089,3.7534,4.4724,3.6592,226378523,47239366,3.7609
2008/7/18,3.8023,3.9265,3.6028,4.1373,3.3844,200668480.2,44079869,3.8776
2008/7/21,3.8399,4.2653,3.7308,4.2653,3.4898,424249589.2,85003580,4.2653
2008/7/22,4.2992,4.4611,4.254,4.6907,3.8399,463331860.1,88038267,4.3256
2008/7/23,4.3256,4.5138,4.1863,4.7585,3.8926,360131445.8,68229502,4.3745
2008/7/24,4.4235,4.4875,4.3369,4.8112,3.9378,245465201.2,46077266,4.4235
2008/7/25,4.3858,4.5627,4.2842,4.8677,3.983,328909980.9,61610736,4.3105
2008/7/28,4.3444,4.4084,4.2277,4.7435,3.8813,227618262.4,43780561,4.2729
2008/7/30,4.2428,4.2842,4.0018,4.702,3.8475,202911081,40464695,4.0959
2008/7/31,4.1035,4.2842,4.0696,4.5063,3.6856,189010009.2,37412659,4.0922
2008/8/1,4.0922,4.2013,3.8475,4.5025,3.6818,150274420.1,30808116,4.1373
2008/8/4,4.1035,4.2842,3.9717,4.5515,3.7232,120642268.3,24037724,4.0395
2008/8/5,4.0508,4.1223,3.8286,4.4423,3.6366,105329144.5,21909727,3.8512
2008/8/6,3.8964,3.9529,3.6705,4.2352,3.4672,110074367,23972254,3.7759
2008/8/7,3.7797,3.8324,3.5764,4.1524,3.3995,86056859.37,19263671,3.6705
2008/8/8,3.727,4.0131,3.5764,4.0395,3.3054,183151719.9,39756081,3.6705
2008/8/11,3.6141,3.6141,3.3054,4.0395,3.3054,77692853.08,19047538,3.3054
2008/8/12,3.1096,3.1887,2.9741,3.6366,2.9741,99414971.75,26751622,3.0305
2008/8/13,3.0117,3.1623,2.8837,3.3355,2.7294,105246444.9,28519865,3.0945
2008/8/14,3.1058,3.1811,3.0155,3.4032,2.7858,83014615.06,22021547,3.1134
2008/8/15,3.0757,3.1999,2.9967,3.4258,2.8009,90025731.83,23993004,3.072
2008/8/18,3.072,3.1435,2.7632,3.3807,2.7632,78785184.51,22336354,2.7632
2008/8/19,2.6428,2.8724,2.5976,3.0381,2.4884,67341705.36,19957080,2.8235
2008/8/20,2.7971,3.1058,2.7482,3.1058,2.5411,114692059.6,31671468,3.1058
2008/8/21,3.0983,3.2376,3.0117,3.4183,2.7971,136884373.9,36272445,3.0494
2008/8/22,2.9552,3.0456,2.7971,3.3543,2.7444,75781827.68,21454338,2.9364
2008/8/25,2.9552,3.008,2.8611,3.2301,2.6428,39903646.94,11260225,2.8988
2008/8/26,2.8611,2.895,2.639,3.1887,2.6089,58071076,17496769,2.7105
2008/8/27,2.7105,2.7971,2.6654,2.9816,2.4395,47716835.65,14455789,2.752
2008/8/28,2.7595,2.8574,2.7218,3.0268,2.4771,53730781.01,15824730,2.816
2008/8/29,2.8611,3.0983,2.8536,3.0983,2.5336,164710560.7,45014532,3.0832
2008/9/1,3.0494,3.0494,2.9025,3.3919,2.7745,86579736.39,24273957,2.944
2008/9/2,2.9025,3.0381,2.8837,3.2376,2.6503,61198026.51,17074484,2.9741
2008/9/3,2.9552,3.0155,2.7783,3.2715,2.6767,59561881.22,17072196,2.8687
2008/9/4,2.8574,2.9628,2.8536,3.1548,2.5825,43715261.81,12400733,2.9327
2008/9/5,2.8084,2.8574,2.703,3.2263,2.639,62039668.82,18493950,2.7181
2008/9/8,2.7294,2.7482,2.5261,2.9891,2.447,43827699.45,13876291,2.5524
2008/9/9,2.56,2.6729,2.5035,2.8084,2.2964,36699659.29,11732681,2.624
2008/9/10,2.5788,2.7407,2.5449,2.8875,2.3604,44062534.72,13733568,2.6578
2008/9/11,2.6578,2.6842,2.5637,2.9251,2.3905,31836269.72,10110518,2.5788
2008/9/12,2.575,2.6691,2.56,2.8385,2.3228,25362665.31,8051650,2.5976
2008/9/16,2.5901,2.5901,2.432,2.8574,2.3378,46091078.35,15186600,2.5035
2008/9/17,2.4809,2.6277,2.4809,2.7557,2.255,48336342.62,15745261,2.5261
2008/9/18,2.4771,2.5449,2.2927,2.7783,2.2738,50055686.99,17172342,2.4658
2008/9/19,2.7105,2.7143,2.6691,2.7143,2.2211,45214993.35,13828951,2.7143
2008/9/22,2.9741,2.9854,2.7708,2.9854,2.4433,152111747.1,43307011,2.895
2008/9/23,2.7783,2.7934,2.6654,3.1849,2.6051,74465464.4,22710512,2.703
2008/9/24,2.7369,2.9741,2.7369,2.9741,2.432,168854069,48178137,2.9176
2008/9/25,2.8988,3.1887,2.8385,3.2112,2.6277,214899947.8,59078890,3.0832
2008/9/26,3.087,3.1021,2.944,3.3919,2.7745,113974702,31210604,3.0042
2008/10/6,3.0456,3.2188,2.9778,3.3054,2.703,182771601.1,48207878,3.1171
2008/10/7,2.9929,3.0908,2.8988,3.4296,2.8047,106321509.7,29365021,3.0682
2008/10/8,3.0042,3.1134,2.9402,3.3769,2.7632,71035194.06,19436272,2.9891
2008/10/9,3.0983,3.0983,2.944,3.2865,2.6917,80688742.73,22180882,3.008
2008/10/10,2.8837,2.9138,2.7068,3.3091,2.7068,87504599.21,25947038,2.7068
2008/10/13,2.6578,2.8009,2.6014,2.9778,2.4357,86448147.81,26237339,2.7858
2008/10/14,2.9251,3.023,2.7783,3.0644,2.5073,124632676.2,35526641,2.7858
2008/10/15,2.6993,2.767,2.6353,3.0644,2.5073,54568830.46,16889719,2.6804
2008/10/16,2.5298,2.5524,2.4357,2.9477,2.4131,70859459.65,23666232,2.4357
2008/10/17,2.4847,2.5035,2.4282,2.6804,2.191,33848808.24,11360565,2.4545
2008/10/20,2.4847,2.6202,2.4771,2.6993,2.2098,61868608.85,20013957,2.6164
2008/10/21,2.6654,2.6917,2.5713,2.88,2.3567,70530761.44,22252828,2.5713
2008/10/22,2.5223,2.5901,2.4847,2.8272,2.3153,37879766.45,12425459,2.4884
2008/10/23,2.4282,2.5336,2.3717,2.7369,2.24,39140292.97,13128399,2.5148
2008/10/24,2.511,2.5524,2.432,2.767,2.2626,28408904.66,9477490,2.4658
2008/10/27,2.3793,2.4094,2.2211,2.7143,2.2211,51084907.46,18528756,2.2211
2008/10/28,2.1571,2.3153,2.112,2.4433,1.999,44575369.85,16553946,2.2851
2008/10/29,2.3454,2.3604,2.1647,2.5148,2.0555,36545058.02,13499152,2.1647
2008/10/30,2.1647,2.2362,2.1458,2.383,1.9501,34827752.19,13149644,2.1873
2008/10/31,2.1873,2.2701,2.1383,2.4056,1.9689,28906955.97,10897949,2.1458
2008/11/3,2.1195,2.1835,2.1082,2.3604,1.9313,18973959.9,7320287,2.1195
2008/11/4,2.112,2.1647,2.063,2.3303,1.9087,23121573.8,9121380,2.1082
2008/11/6,2.1233,2.176,2.1082,2.319,1.8974,42384775.74,16306558,2.1458
2008/11/7,2.1082,2.2475,2.0781,2.3604,1.9313,44499734.56,16819755,2.2211
2008/11/10,2.3002,2.4357,2.2776,2.4433,1.999,65456301.82,23058807,2.4207
2008/11/11,2.4395,2.4658,2.3567,2.6616,2.1797,72423952.18,24864838,2.3567
2008/11/12,2.3153,2.4169,2.304,2.5938,2.1195,39977920.77,13883474,2.4094
2008/11/13,2.3905,2.5487,2.3642,2.6503,2.1684,86241193.8,28814042,2.511
2008/11/14,2.5261,2.6691,2.5223,2.7632,2.2588,114871926.3,36678169,2.6164
2008/11/17,2.624,2.7745,2.5901,2.88,2.3567,143778550,43859339,2.7745
2008/11/18,2.7858,2.7858,2.496,3.0531,2.496,118242626.6,37378326,2.496
2008/11/19,2.4847,2.7181,2.4696,2.7444,2.2475,105268238.3,33514690,2.703
2008/11/20,2.6353,2.7595,2.5901,2.9741,2.432,171557845.5,52592049,2.7407
2008/11/21,2.6164,2.7783,2.56,3.0155,2.4658,120383885.5,37328139,2.6578
2008/11/24,2.6767,2.7331,2.496,2.9251,2.3905,88275096.76,27686828,2.5035
2008/11/25,2.5713,2.5901,2.4169,2.7557,2.255,54923647.98,18178140,2.4847
2008/11/26,2.4847,2.5185,2.4433,2.7331,2.2362,35779871.4,11928283,2.4997
2008/11/27,2.6541,2.7105,2.4997,2.7482,2.2513,93962640.46,29832574,2.5073
2008/11/28,2.4884,2.511,2.3454,2.7595,2.255,49128150.87,16741160,2.383
2008/12/1,2.3567,2.4696,2.3454,2.6202,2.1458,43518628,14904329,2.4583
2008/12/2,2.4056,2.6277,2.3905,2.703,2.2136,96380391.26,31298619,2.5675
2008/12/3,2.5938,2.7218,2.575,2.8235,2.3115,139234194.7,43486274,2.7068
2008/12/4,2.7369,2.8197,2.6691,2.9778,2.4357,184821187.8,55919587,2.7105
2008/12/5,2.703,2.8498,2.6654,2.9816,2.4395,168363067.7,50385038,2.831
2008/12/8,2.895,2.9289,2.816,3.1134,2.5487,173235401.7,49911039,2.9138
2008/12/9,2.9063,2.9063,2.7708,3.2037,2.624,128131212.2,37590608,2.7708
2008/12/10,2.7218,2.8912,2.7218,3.0494,2.4922,113629546.4,33277288,2.8649
2008/12/11,2.8687,2.9176,2.8197,3.151,2.5788,125222677,36247737,2.8197
2008/12/12,2.8235,2.8385,2.5976,3.1021,2.5374,93905595.61,28601247,2.6955
2008/12/15,2.7369,2.7745,2.639,2.9665,2.4244,48963874.94,14987456,2.703
2008/12/16,2.6955,2.767,2.6127,2.9741,2.432,58386816.77,18038075,2.7557
2008/12/17,2.7632,2.8047,2.7294,3.0305,2.4809,69067495.25,20649499,2.752
2008/12/18,2.7632,2.8423,2.7407,3.0268,2.4771,90196124.79,26660988,2.8385
2008/12/19,2.816,2.9101,2.8084,3.1209,2.5562,115191646.9,33268435,2.831
2008/12/22,2.8423,2.9176,2.8235,3.1134,2.5487,94084910.24,27130118,2.8611
2008/12/23,2.8649,2.8762,2.6465,3.1472,2.575,106367073.6,32335365,2.6541
2008/12/24,2.5901,2.6353,2.5411,2.9214,2.3905,60638707.22,19438982,2.56
2008/12/25,2.56,2.6089,2.4884,2.816,2.304,44927605.24,14590613,2.5261
2008/12/26,2.5223,2.5675,2.4997,2.7783,2.2738,27976128.88,9146782,2.5148
2008/12/29,2.5185,2.5411,2.4357,2.767,2.2626,29640228.71,9912375,2.4997
2008/12/30,2.4847,2.5336,2.4094,2.7482,2.2513,46047199.19,15490156,2.4207
2008/12/31,2.4207,2.447,2.3868,2.6616,2.1797,26034156.55,8915392,2.3905
2009/1/5,2.4207,2.5073,2.4094,2.6315,2.1534,36125668.21,12142192,2.5073
2009/1/6,2.4997,2.6089,2.4771,2.7595,2.255,58714376.28,19060505,2.6051
2009/1/7,2.6616,2.7858,2.6616,2.8649,2.3454,122258526.6,37185850,2.6691
2009/1/8,2.5976,2.6654,2.5675,2.9364,2.4018,49236823.5,15636174,2.5825
2009/1/9,2.5825,2.6804,2.5825,2.8423,2.3228,40999087.86,12846101,2.6616
2009/1/12,2.6654,2.7294,2.6202,2.9289,2.3943,55085194.7,17055106,2.6804
2009/1/13,2.6428,2.6465,2.5713,2.9477,2.4131,35551355.77,11297596,2.575
2009/1/14,2.5637,2.6654,2.5298,2.831,2.319,50106265.84,15809284,2.6616
2009/1/15,2.6353,2.7105,2.6089,2.9289,2.3943,75218648.86,23345073,2.6767
2009/1/16,2.703,2.8009,2.6955,2.944,2.4094,116567391,34964756,2.7218
2009/1/19,2.7482,2.8122,2.6842,2.9929,2.4508,84482000.63,25391698,2.7143
2009/1/20,2.6955,2.7294,2.639,2.9854,2.4433,43421816.55,13395433,2.7105
2009/1/21,2.6729,2.7444,2.6428,2.9816,2.4395,51140841.15,15689161,2.703
2009/1/22,2.7369,2.7858,2.7143,2.9741,2.432,97660047.99,29274300,2.7821
2009/1/23,2.7934,2.8536,2.7369,3.0607,2.5035,123776704.5,36477808,2.8122
2009/2/2,2.9101,2.9402,2.831,3.0945,2.5298,152549236.7,43717535,2.8762
2009/2/3,2.8762,3.151,2.8348,3.1623,2.5901,220011580.7,60636279,3.0795
2009/2/4,3.0682,3.1661,3.0569,3.3882,2.7708,191695083.9,51095064,3.1284
2009/2/5,3.087,3.1623,3.0343,3.4409,2.816,178625100.1,47735796,3.0418
2009/2/6,3.0494,3.2978,3.0494,3.3468,2.7369,233387965.6,60453529,3.2564
2009/2/9,3.3091,3.4108,3.2564,3.5839,2.9327,215053828.6,53343008,3.3807
2009/2/10,3.343,3.4748,3.2865,3.7195,3.0418,183366545.7,44947870,3.3844
2009/2/11,3.3355,3.4145,3.2564,3.7232,3.0456,194616364.8,48499915,3.2903
2009/2/12,3.2978,3.343,3.1435,3.6178,2.9628,137035835.6,35017244,3.3242
2009/2/13,3.3279,3.4409,3.3279,3.6555,2.9929,199591372.2,48605286,3.4296
2009/2/16,3.4861,3.5576,3.4258,3.7722,3.087,191912052.4,45461735,3.5011
2009/2/17,3.5011,3.5011,3.2677,3.8512,3.151,213364927.6,52708517,3.2715
2009/2/18,3.2263,3.3167,3.1924,3.599,2.944,137738112.7,35085206,3.2564
2009/2/19,3.2752,3.3279,3.1698,3.5839,2.9327,102399614.7,26075553,3.2677
2009/2/20,3.2527,3.3129,3.2075,3.5952,2.9402,114324832.5,28900370,3.3129
2009/2/23,3.279,3.535,3.2715,3.6442,2.9816,224513028.5,54031828,3.4974
2009/2/24,3.4371,3.5952,3.4145,3.8475,3.1472,290682733,68764293,3.471
2009/2/25,3.5312,3.6366,3.4409,3.8173,3.1247,313653332.2,72889225,3.6329
2009/2/26,3.6517,3.7571,3.2715,3.9981,3.2715,280201949.7,65124796,3.3882
2009/2/27,3.3129,3.3957,3.0569,3.727,3.0494,149568973.9,38880444,3.1058
2009/3/2,3.0682,3.2828,3.0569,3.4183,2.7971,106410904.4,27506934,3.2677
2009/3/3,3.1435,3.3769,3.1397,3.5952,2.9402,112613771.9,28351356,3.3167
2009/3/4,3.3129,3.5275,3.3129,3.6479,2.9854,177877632.8,42893891,3.5011
2009/3/5,3.5425,3.5501,3.3694,3.8512,3.151,221767330.6,53067564,3.4861
2009/3/6,3.3882,3.4446,3.3543,3.8362,3.1359,98272191.86,23988193,3.407
2009/3/9,3.3995,3.4785,3.279,3.7496,3.0682,167714413.2,40838827,3.3505
2009/3/10,3.3167,3.4221,3.3167,3.6856,3.0155,84800230.23,20781356,3.407
2009/3/11,3.4748,3.4823,3.3919,3.7496,3.0682,91675547.29,22088469,3.3957
2009/3/12,3.3957,3.4108,3.1999,3.7345,3.0569,83618639.03,21095428,3.3054
2009/3/13,3.3279,3.343,3.1924,3.6366,2.9741,65750557.93,16759061,3.1999
2009/3/16,3.1849,3.2037,3.087,3.5199,2.88,58593845.19,15377322,3.1999
2009/3/17,3.1924,3.3167,3.1623,3.5199,2.88,102944538.2,26209663,3.2527
2009/3/18,3.2828,3.3769,3.2677,3.5764,2.9289,109590399.3,27274337,3.3279
2009/3/19,3.3317,3.4145,3.3279,3.6592,2.9967,94050599.33,23037377,3.3957
2009/3/20,3.3995,3.4221,3.2828,3.7345,3.0569,83978667.91,20848267,3.3355
2009/3/23,3.3167,3.535,3.3167,3.6705,3.0004,175620194.6,41846926,3.5237
2009/3/24,3.5614,3.6668,3.5312,3.8776,3.1698,204824427.3,47131614,3.6103
2009/3/25,3.5952,3.5952,3.4183,3.9717,3.2489,118641227.4,28029186,3.4183
2009/3/26,3.4183,3.4936,3.3505,3.7609,3.0757,94985399.94,22974855,3.4861
2009/3/27,3.5011,3.5237,3.4371,3.8362,3.1359,86192195.1,20476914,3.4672
2009/3/30,3.4635,3.5162,3.4446,3.8136,3.1209,60021177.54,14285190,3.4672
2009/3/31,3.3882,3.4597,3.3656,3.8136,3.1209,54773609.5,13264559,3.4484
2009/4/1,3.4635,3.5312,3.4522,3.7948,3.1021,93991680.44,22208960,3.4974
2009/4/2,3.5199,3.6028,3.4936,3.8475,3.1472,133483475.3,31101114,3.5275
2009/4/3,3.5689,3.8211,3.5199,3.8813,3.1736,286390782.4,64449854,3.7345
2009/4/7,3.727,3.8023,3.6592,4.1072,3.3618,151751472,33726546,3.727
2009/4/8,3.7082,3.7157,3.4748,4.0997,3.3543,143027281.9,32999210,3.4823
2009/4/9,3.5086,3.5538,3.4823,3.8324,3.1359,86074409.31,20260502,3.5463
2009/4/13,3.6894,3.7458,3.5877,3.9002,3.1924,161807187.2,36399631,3.6404
2009/4/14,3.6442,3.7157,3.5915,4.0056,3.2752,104066110.7,23507119,3.6743
2009/4/15,3.6517,3.6705,3.5576,4.0432,3.3054,121630842.6,27858241,3.6366
2009/4/16,3.6442,3.8061,3.6178,4.0018,3.2715,175764762.8,38971203,3.7571
2009/4/17,3.7458,3.7496,3.6178,4.1336,3.3807,110187526.5,24778620,3.6479
2009/4/20,3.6517,3.7534,3.6329,4.0131,3.2828,97341707.11,21785364,3.727
2009/4/21,3.6818,3.7082,3.599,4.0997,3.3543,102905108.8,23308415,3.7006
2009/4/22,3.7006,3.8023,3.5049,4.0696,3.3317,128195124.8,28802239,3.5501
2009/4/23,3.5952,3.663,3.5237,3.9039,3.1962,111511819.5,25644058,3.6065
2009/4/24,3.6216,3.6931,3.535,3.9679,3.2451,87908336.58,19997259,3.5501
2009/4/27,3.4635,3.4936,3.2489,3.9039,3.1962,125897715.2,31142558,3.2752
2009/4/28,3.1999,3.2715,3.1661,3.6028,2.9477,74447898.13,19121993,3.2602
2009/4/29,3.2527,3.3731,3.2037,3.5877,2.9327,98720279.52,24758129,3.343
2009/4/30,3.3505,3.3618,3.2639,3.6781,3.008,112616422,28164028,3.3317
2009/5/4,3.3317,3.4823,3.3317,3.6668,3.0004,115014546.8,27988345,3.4635
2009/5/5,3.4898,3.5312,3.4635,3.8098,3.1171,94005088.18,22281483,3.4936
2009/5/6,3.4936,3.663,3.4861,3.8437,3.1435,135733620.3,31295400,3.6028
2009/5/7,3.6028,3.6555,3.4974,3.9642,3.2414,148179648.3,34169203,3.6254
2009/5/8,3.6028,3.6668,3.5614,3.9868,3.2639,97183269.96,22258619,3.6141
2009/5/11,3.6141,3.727,3.4484,3.9755,3.2527,149264781.6,34292850,3.4635
2009/5/12,3.4183,3.4898,3.3731,3.8098,3.1171,77662618.19,18730818,3.4748
2009/5/13,3.4748,3.5199,3.4371,3.8211,3.1284,68908688.3,16346838,3.4898
2009/5/14,3.4522,3.4635,3.3957,3.8399,3.1397,66803775.33,16170862,3.407
2009/5/15,3.4183,3.4559,3.4108,3.7496,3.0682,45891392.32,11055444,3.4484
2009/5/18,3.4446,3.5162,3.4258,3.7948,3.1021,51233781.24,12211289,3.5011
2009/5/19,3.5237,3.5651,3.4672,3.8512,3.151,86106120.1,20313333,3.4974
2009/5/21,3.4145,3.4334,3.3242,3.8475,3.1472,87998370.96,21599138,3.3355
2009/5/22,3.3355,3.3769,3.3204,3.6705,3.0004,32844884.29,8122081,3.3543
2009/5/25,3.2978,3.407,3.2527,3.6894,3.0192,44641649.85,11105813,3.3882
2009/5/26,3.3919,3.4446,3.3543,3.727,3.0494,44475750.19,10847934,3.3807
2009/5/27,3.3581,3.4974,3.3505,3.7195,3.0418,85922508.64,20758087,3.4635
2009/6/1,3.4861,3.5199,3.4484,3.8098,3.1171,85714760.81,20372458,3.5049
2009/6/2,3.5199,3.5576,3.4861,3.855,3.1548,75667604.51,17779958,3.4974
2009/6/3,3.4823,3.5764,3.4785,3.8475,3.1472,109362407.5,25587494,3.5726
2009/6/4,3.5839,3.6103,3.4823,3.9303,3.215,101104102,23661977,3.4974
2009/6/5,3.5237,3.6894,3.5199,3.8475,3.1472,174423184.7,40131681,3.6028
2009/6/8,3.6329,3.8286,3.5651,3.9642,3.2414,290103533.8,64426492,3.7759
2009/6/9,3.7571,3.791,3.6141,4.1524,3.3995,113679103.1,25515338,3.7232
2009/6/10,3.7119,3.8211,3.6856,4.0959,3.3505,179238513.9,39466579,3.7534
2009/6/11,3.7458,3.7458,3.6141,4.1298,3.3769,115283211.4,25892337,3.6404
2009/6/12,3.6442,3.6818,3.5312,4.0056,3.2752,104003460.5,23981729,3.5501
2009/6/15,3.5726,3.6781,3.5388,3.9039,3.1962,110543082.7,25283524,3.6781
2009/6/16,3.6254,3.7383,3.6103,4.047,3.3091,104945400.8,23555928,3.6894
2009/6/17,3.7006,3.7534,3.6329,4.0583,3.3204,105977830.8,23716119,3.7458
2009/6/18,3.7609,3.8625,3.7421,4.1223,3.3731,146001973.6,31837938,3.7458
2009/6/19,3.7646,4.1035,3.7609,4.1223,3.3731,276678917.2,58012211,3.9981
2009/6/22,4.0282,4.111,3.9604,4.3971,3.599,145136163.8,29859460,4.0131
2009/6/23,3.9341,4.1373,3.9115,4.4159,3.6103,177697991.9,36498488,4.0282
2009/6/24,3.9943,4.0621,3.919,4.431,3.6254,107432115.6,22334561,3.9905
2009/6/25,4.0056,4.047,3.8625,4.3896,3.5915,113823010.8,23962809,3.8776
2009/6/26,3.9002,3.9453,3.8776,4.2653,3.4898,71540543.97,15147460,3.9152
2009/6/29,3.9265,4.0846,3.919,4.3068,3.5237,104728904.5,21604370,4.0056
2009/6/30,4.0056,4.0583,3.8249,4.4046,3.6065,97225529.44,20555337,3.8663
2009/7/1,3.8399,3.9717,3.8324,4.254,3.4785,108614128.8,23133374,3.9002
2009/7/2,3.9115,3.9416,3.8512,4.2917,3.5086,101331910.6,21514955,3.919
2009/7/3,3.8776,3.983,3.8399,4.3105,3.5275,106829236.7,22591972,3.919
2009/7/6,3.9341,4.0319,3.8701,4.3105,3.5275,153186322.6,32155919,3.9868
2009/7/7,3.9717,4.0922,3.9491,4.3858,3.5877,166373495.7,34268029,3.9604
2009/7/8,3.9529,4.0658,3.9303,4.3557,3.5651,154041178.6,31904209,4.0508
2009/7/9,4.0357,4.2126,3.9943,4.4573,3.6442,193566908.1,39022474,4.1637
2009/7/10,4.1637,4.1976,4.0809,4.5816,3.7458,134269773.8,26816302,4.1637
2009/7/13,4.1185,4.1637,4.0395,4.5816,3.7458,112345904.9,22710840,4.0545
2009/7/14,4.0658,4.1788,4.0621,4.4611,3.6479,127685423.8,25671499,4.111
2009/7/15,4.1223,4.2126,4.0846,4.5213,3.7006,166880190.5,33410643,4.2126
2009/7/16,4.2239,4.2804,4.1449,4.6343,3.791,146751529.8,28819718,4.1788
2009/7/17,4.1373,4.1788,4.0319,4.5966,3.7609,113000649.4,22853483,4.111
2009/7/20,4.1035,4.1788,4.0959,4.5213,3.7006,111026653.8,22218805,4.1449
2009/7/21,4.1562,4.2277,4.0658,4.559,3.7308,183002355.1,36455137,4.0809
2009/7/22,4.0696,4.2089,4.0696,4.4875,3.6743,114958868.7,23117582,4.1411
2009/7/23,4.1675,4.2804,4.1035,4.5552,3.727,193867148,38097950,4.2428
2009/7/24,4.2503,4.3218,4.0809,4.6682,3.8173,176554860.9,34827650,4.1637
2009/7/27,4.1976,4.3293,4.1637,4.5816,3.7458,184926808,35862226,4.2955
2009/7/28,4.2917,4.495,4.2164,4.7246,3.8663,220238126.3,41613279,4.4348
2009/7/29,4.4423,4.5891,4.047,4.879,3.9905,251489531.2,47675269,4.1486
2009/7/30,4.19,4.5627,4.1223,4.5627,3.7345,272250194.1,51720544,4.5627
2009/7/31,4.5213,4.6606,4.4611,5.0183,4.1072,229685858.4,41591686,4.5816
2009/8/3,4.5816,4.8075,4.5665,5.0409,4.1223,195489213.5,34613117,4.6531
2009/8/4,4.6305,4.9919,4.495,5.1199,4.1863,310903687.2,54265442,4.9505
2009/8/5,4.8752,5.0258,4.7435,5.4474,4.4573,224171696.1,38166084,4.8225
2009/8/6,4.7322,4.8827,4.6945,5.3044,4.3406,219174345.3,37905844,4.8187
2009/8/7,4.815,4.8489,4.4837,5.3006,4.3369,212064081.2,37993058,4.5364
2009/8/10,4.5929,4.6493,4.4122,4.9919,4.0846,107134601.5,19649073,4.4988
2009/8/11,4.4988,4.6493,4.4988,4.9505,4.047,100673246,18239819,4.5515
2009/8/12,4.5176,4.574,4.2428,5.007,4.0959,100075322.2,18830990,4.2616
2009/8/13,4.2955,4.3595,4.2164,4.687,3.8362,75671176.33,14588642,4.3143
2009/8/14,4.3143,4.3632,4.1072,4.7472,3.8813,78495402.52,15435532,4.1863
2009/8/17,4.111,4.1524,3.8324,4.6042,3.7684,101653506.8,21099049,3.8437
2009/8/18,3.8211,3.9529,3.8098,4.2277,3.4597,52817690.92,11244548,3.9115
2009/8/19,3.9453,3.983,3.7119,4.303,3.5199,74463920.24,15959293,3.7646
2009/8/20,3.7571,3.9002,3.7571,4.1411,3.3882,65140972.95,14067711,3.8776
2009/8/21,3.8625,3.9905,3.8625,4.2653,3.4898,112236015.2,23670874,3.9905
2009/8/24,3.9868,4.0131,3.8964,4.3896,3.5915,82922750.55,17317762,4.0056
2009/8/25,3.9529,3.9642,3.7195,4.4046,3.6065,91563480.26,19834962,3.7835
2009/8/26,3.7684,4.1411,3.7684,4.1637,3.407,163324531.7,33627794,4.0583
2009/8/27,4.0169,4.3218,3.9905,4.4649,3.6517,211950161.9,42043137,4.2653
2009/8/28,4.2917,4.2917,4.0508,4.6907,3.8399,129095757.5,25815788,4.0545
2009/8/31,4.0545,4.2917,4.0319,4.4611,3.6479,242519494.4,48250041,4.0846
2009/9/1,4.0244,4.0884,3.8399,4.495,3.6781,127148646.6,26599883,3.9943
2009/9/2,3.9341,3.9943,3.8813,4.3933,3.5952,61373844.73,12913982,3.9679
2009/9/3,3.9529,4.2089,3.9228,4.3632,3.5726,113311710,22855787,4.1562
2009/9/4,4.1976,4.5703,4.1675,4.5703,3.7421,327930703.3,61479702,4.4724
2009/9/7,4.4724,4.6117,4.3896,4.9204,4.0244,301387183.3,55197540,4.574
2009/9/8,4.5176,4.6531,4.4423,5.0333,4.1185,203835549.2,37155457,4.6117
2009/9/9,4.574,4.638,4.4799,5.0747,4.1524,140640556.8,25692460,4.5289
2009/9/10,4.4799,4.5778,4.3595,4.9806,4.0771,171076830.3,31792636,4.4573
2009/9/11,4.4197,4.5515,4.4046,4.9016,4.0131,141269565.6,26074662,4.4799
2009/9/14,4.5251,4.7811,4.5176,4.9279,4.0319,262603915.5,46785605,4.638
2009/9/15,4.6305,4.6682,4.5138,5.1011,4.175,198581340.3,35909991,4.5891
2009/9/16,4.5891,4.6606,4.5138,5.0484,4.1298,163860594.9,29485001,4.6267
2009/9/17,4.6418,4.7698,4.6004,5.0898,4.1637,195120971.2,34406836,4.6945
2009/9/18,4.7096,4.7209,4.3708,5.1651,4.2239,163858348.7,29775262,4.446
2009/9/21,4.4046,4.4912,4.2616,4.8903,4.0018,93050227.82,17606226,4.4799
