time,open,high,low,upstop,downstop,volume,money,close
2009/9/23,4.3256,4.3971,4.1712,4.9279,4.0319,98719935.47,19117263,4.175
2009/9/24,4.1562,4.2428,4.047,4.5929,3.7571,75308454.41,15102703,4.1486
2009/9/25,4.1336,4.318,4.0997,4.5627,3.7345,83360286.02,16320445,4.2503
2009/9/28,4.2503,4.3482,4.1336,4.6757,3.8249,80544262.69,15618528,4.1524
2009/9/29,4.1223,4.239,3.9943,4.5665,3.7383,59255624.84,11956250,4.0922
2009/9/30,4.1486,4.175,4.0846,4.5025,3.6818,35845162.23,7206591,4.0884
2009/10/9,4.1524,4.3143,4.1524,4.4988,3.6781,62308213.08,12130463,4.2917
2009/10/12,4.3293,4.4159,4.2917,4.7209,3.8625,68408385.01,12996740,4.3256
2009/10/13,4.3632,4.4009,4.2917,4.7585,3.8926,59049967.26,11194531,4.3971
2009/10/14,4.4272,4.5176,4.367,4.8376,3.9566,97050764.34,18055591,4.3971
2009/10/15,4.4423,4.4988,4.3971,4.8376,3.9566,71173247.1,13267573,4.4423
2009/10/16,4.4724,4.5025,4.3293,4.8865,3.9981,80025795.18,15005027,4.4348
2009/10/19,4.4046,4.51,4.3708,4.879,3.9905,88700480.05,16444991,4.51
2009/10/20,4.5402,4.5778,4.4875,4.9618,4.0583,110184868.4,20100696,4.574
2009/10/21,4.5778,4.6682,4.5477,5.0333,4.1185,152280670.7,27307597,4.574
2009/10/22,4.5515,4.6267,4.4837,5.0333,4.1185,78624882.71,14344801,4.5251
2009/10/23,4.5326,4.6493,4.5326,4.9769,4.0733,136545156.4,24619509,4.5853
2009/10/26,4.6267,4.6945,4.5778,5.0446,4.1261,131134442.1,23456484,4.6004
2009/10/27,4.5552,4.5853,4.431,5.0597,4.1411,93728733.94,17244036,4.4385
2009/10/28,4.4009,4.4649,4.3519,4.8827,3.9943,64964382.94,12185670,4.4649
2009/10/29,4.4235,4.4498,4.3143,4.9129,4.0169,76304786.42,14404038,4.3218
2009/10/30,4.3595,4.5176,4.3595,4.7547,3.8889,83875695.68,15625722,4.4235
2009/11/2,4.3896,4.8677,4.367,4.8677,3.983,347877591.1,60890755,4.8677
2009/11/4,4.9505,5.0296,4.7999,5.3533,4.382,315206070.7,53114312,4.8526
2009/11/5,4.8865,4.9242,4.7698,5.3383,4.367,181703254.4,31012007,4.894
2009/11/6,4.9091,5.0747,4.8978,5.3834,4.4046,169704239.5,28226876,4.9166
2009/11/9,4.9392,5.0597,4.8978,5.4098,4.4235,164960604.7,27441016,5.0296
2009/11/10,5.0785,5.0973,4.9392,5.534,4.5251,149264434.7,24667080,4.943
2009/11/11,4.9242,4.9882,4.8865,5.4361,4.4498,114741171.8,19278103,4.9317
2009/11/12,4.9467,5.0258,4.9129,5.4249,4.4385,126740746.7,21135987,4.9505
2009/11/13,4.9769,5.0446,4.9091,5.4474,4.4573,145549383.4,24217521,5.0446
2009/11/16,5.1312,5.3947,5.1312,5.5491,4.5402,295467566.1,46591813,5.2291
2009/11/17,5.2592,5.2856,5.1764,5.7524,4.7058,165854239.4,26286865,5.2517
2009/11/18,5.263,5.3345,5.1576,5.7787,4.7284,254791005.5,40170713,5.2856
2009/11/19,5.2856,5.3609,5.2404,5.8126,4.7585,179413992.5,28070434,5.2856
2009/11/20,5.2743,5.3533,5.1914,5.8126,4.7585,182136956.2,28523420,5.3006
2009/11/23,5.2969,5.4173,5.2442,5.8314,4.7698,207250091,32098356,5.3872
2009/11/24,5.5001,5.6093,5.1425,5.9256,4.8489,390383262.6,59572630,5.15
2009/11/25,5.1764,5.4173,5.0672,5.6658,4.6343,261201147.4,41388389,5.4173
2009/11/26,5.4587,5.4926,4.9806,5.9594,4.8752,293494769.7,46466211,5.0522
2009/11/27,4.9882,5.0597,4.8075,5.5566,4.5477,171452339.7,28902702,4.8187
2009/11/30,4.8903,5.1387,4.8752,5.3006,4.3369,152719675.8,25273945,5.1199
2009/12/1,5.1124,5.2592,5.0446,5.6319,4.6079,150429948,24185944,5.214
2009/12/2,5.2705,5.3044,5.1802,5.7373,4.6945,171915994.1,27118639,5.2291
2009/12/3,5.2178,5.4173,5.1877,5.7524,4.7058,211494694.4,32890319,5.3496
2009/12/4,5.3571,5.406,5.0936,5.8841,4.815,215373568.3,33955449,5.2442
2009/12/7,5.2479,5.4211,5.2253,5.7674,4.7209,197047262.3,30489023,5.391
2009/12/8,5.3797,5.3797,5.1689,5.9293,4.8526,192420660.7,30345955,5.2329
2009/12/9,5.1538,5.2253,5.0823,5.7561,4.7096,101574631.7,16347899,5.1124
2009/12/10,5.1387,5.263,5.1162,5.6244,4.6004,103578735.4,16577565,5.1613
2009/12/11,5.2103,5.3194,5.1726,5.6771,4.6456,138085854.8,21769695,5.2253
2009/12/14,5.2329,5.2667,5.0634,5.7486,4.702,107141346.1,17166615,5.2216
2009/12/15,5.2404,5.3759,5.2027,5.7448,4.6983,178638031.9,27846845,5.2705
2009/12/16,5.278,5.2931,5.1952,5.7976,4.7435,89239691.9,14111880,5.1952
2009/12/17,5.1952,5.2178,4.9693,5.7147,4.6757,120689408.2,19731932,4.9957
2009/12/18,4.9354,4.9693,4.8489,5.4964,4.495,89718633.34,15134504,4.8752
2009/12/21,4.8602,4.9919,4.8602,5.3646,4.3896,65121963.13,10971404,4.9769
2009/12/22,4.9844,4.9919,4.7999,5.4738,4.4799,71367100.87,12119039,4.815
2009/12/23,4.7999,4.9693,4.7736,5.2969,4.3331,63668962.99,10829520,4.9354
2009/12/24,4.958,5.0634,4.8978,5.4286,4.4423,97710212.84,16185877,5.0484
2009/12/25,5.0296,5.0559,4.9618,5.5529,4.5439,65930335.42,10931177,4.9806
2009/12/28,5.007,5.0973,4.9882,5.4776,4.4837,84119554.75,13757511,5.0785
2009/12/29,5.1162,5.1651,5.0672,5.5867,4.5703,143726626.5,23239711,5.135
2009/12/30,5.1387,5.1463,5.0597,5.647,4.623,104425104.4,16927258,5.1463
2009/12/31,5.15,5.2818,5.1425,5.662,4.6305,180535982.3,28760985,5.1877
2010/1/4,5.2479,5.4136,5.2479,5.7072,4.6682,308602743.7,47723452,5.3345
2010/1/5,5.3533,5.3759,5.214,5.8691,4.7999,151524239,23678910,5.3383
2010/1/6,5.327,5.3872,5.2216,5.8728,4.8037,126542103.6,19730480,5.2253
2010/1/7,5.1952,5.2592,5.0371,5.7486,4.702,117252796.9,18888322,5.0747
2010/1/8,5.0559,5.135,5.0258,5.583,4.5665,79361843.88,12950100,5.1274
2010/1/11,5.1839,5.2517,4.9844,5.6394,4.6155,140611585.6,22928902,5.1199
2010/1/12,5.0446,5.2554,5.0032,5.6319,4.6079,170473180.1,27487618,5.2291
2010/1/13,5.1124,5.2178,5.0672,5.7524,4.7058,126887893.1,20509555,5.0823
2010/1/14,5.1124,5.2705,5.0446,5.5905,4.574,196019989.9,31449636,5.2667
2010/1/15,5.2554,5.327,5.2027,5.7938,4.7397,169371225.3,26593602,5.2743
2010/1/18,5.2517,5.4136,5.2517,5.8013,4.7472,240855952.9,37227069,5.4136
2010/1/19,5.4173,5.455,5.3006,5.9557,4.8715,148695379.9,22988695,5.3458
2010/1/20,5.3834,5.4098,5.1124,5.8804,4.8112,171032758.1,27029457,5.1162
2010/1/21,5.135,5.2178,5.0823,5.6281,4.6042,103633990.2,16674627,5.1613
2010/1/22,5.1011,5.1199,4.9317,5.6771,4.6456,136467469.6,22536169,4.9693
2010/1/25,4.9693,5.0296,4.879,5.4663,4.4724,91324295.32,15295812,4.8827
2010/1/26,4.9016,4.9317,4.6267,5.3721,4.3933,102374737.2,17838773,4.702
2010/1/27,4.7435,4.8413,4.6493,5.1726,4.2315,92947555.06,16165987,4.702
2010/1/28,4.702,4.7773,4.687,5.1726,4.2315,44260918.84,7736487,4.7547
2010/1/29,4.7096,4.8865,4.6682,5.2291,4.2804,86473625.38,14887574,4.8263
2010/2/1,4.894,4.9317,4.6795,5.3081,4.3444,111540394.3,19290634,4.7058
2010/2/2,4.7246,4.8376,4.6682,5.1764,4.2352,83656912.35,14557787,4.6907
2010/2/3,4.6983,4.7623,4.4348,5.1613,4.2202,86903523.94,15688741,4.6907
2010/2/4,4.6531,4.7171,4.5929,5.1613,4.2202,126006702.7,22448809,4.638
2010/2/5,4.5176,4.6117,4.4724,5.1011,4.175,74428312.33,13616570,4.5138
2010/2/8,4.5138,4.5627,4.4799,4.9656,4.0621,45112633.69,8250136,4.5326
2010/2/9,4.5326,4.5665,4.4724,4.9844,4.0809,54703427.86,10050731,4.5025
2010/2/10,4.5364,4.5665,4.5176,4.9543,4.0508,49562054.7,9044200,4.559
2010/2/11,4.5665,4.5929,4.4799,5.0145,4.1035,77064644.62,14097954,4.5025
2010/2/12,4.5176,4.5966,4.5176,4.9543,4.0508,49105360.02,8904441,4.5966
2010/2/22,4.6004,4.6682,4.5929,5.0559,4.1373,70061112.14,12512227,4.6343
2010/2/23,4.6305,4.6305,4.5138,5.0973,4.1712,54472072.04,9884479,4.6042
2010/2/24,4.5552,4.6983,4.5552,5.0634,4.1449,82027138.58,14576771,4.6945
2010/2/25,4.7133,4.7698,4.6907,5.1651,4.2239,102051797.7,17862044,4.766
2010/2/26,4.766,4.8413,4.7209,5.2442,4.2879,95942228.52,16591474,4.7811
2010/3/1,4.7849,4.894,4.7849,5.2592,4.303,112292547.7,19123416,4.8564
2010/3/2,4.9091,4.9505,4.8376,5.342,4.3708,132185482.6,22409086,4.879
2010/3/3,4.8865,5.1011,4.8187,5.3684,4.3896,293053599.2,48829603,5.0183
2010/3/4,5.007,5.007,4.7171,5.519,4.5176,186450403.3,31684184,4.7623
2010/3/5,4.7435,4.7849,4.6795,5.2404,4.2879,88751216.84,15512268,4.702
2010/3/8,4.7133,4.766,4.6983,5.1726,4.2315,51931214.76,9073682,4.7397
2010/3/9,4.7397,4.7397,4.6343,5.214,4.2653,63767247.58,11266831,4.6945
2010/3/10,4.6644,4.7209,4.5929,5.1651,4.2239,65117616.13,11614176,4.6192
2010/3/11,4.6192,4.6531,4.5552,5.0823,4.1562,55308911.01,9961734,4.6117
2010/3/12,4.6155,4.623,4.5364,5.0747,4.1524,44141720.26,7992266,4.5515
2010/3/15,4.5477,4.5778,4.4348,5.007,4.0959,73111480.66,13520423,4.4536
2010/3/16,4.4686,4.51,4.446,4.8978,4.0093,41370523.17,7663916,4.495
2010/3/17,4.5063,4.6004,4.4875,4.943,4.047,59305367.81,10773611,4.5929
2010/3/18,4.6079,4.6117,4.559,5.0522,4.1336,50047302.78,9050171,4.5703
2010/3/19,4.5929,4.5929,4.5364,5.0258,4.1148,57393199.23,10414543,4.5816
2010/3/22,4.5778,4.6305,4.5402,5.0409,4.1223,69811804.78,12620491,4.5891
2010/3/23,4.5929,4.7058,4.5891,5.0484,4.1298,145319976.7,25800333,4.6569
2010/3/24,4.6682,4.6682,4.5929,5.1237,4.19,66220799.41,11864360,4.6079
2010/3/25,4.6192,4.623,4.4837,5.0672,4.1486,68272789.65,12505187,4.4988
2010/3/26,4.5025,4.5891,4.4611,4.9505,4.047,40634555.24,7412627,4.5439
2010/3/29,4.5439,4.6418,4.5439,4.9994,4.0884,71632942.18,12873069,4.6155
2010/3/30,4.6117,4.638,4.5703,5.0785,4.1524,63679263.93,11485769,4.5816
2010/3/31,4.5853,4.6305,4.5326,5.0409,4.1223,61698569.89,11150487,4.5439
2010/4/1,4.5552,4.623,4.5364,4.9994,4.0884,99254462.39,17968177,4.6042
2010/4/2,4.6042,4.638,4.6004,5.0634,4.1449,90095225.26,16148240,4.6267
2010/4/6,4.6418,4.7058,4.6267,5.0898,4.1637,127404968.4,22609085,4.6907
2010/4/7,4.6682,4.6945,4.6117,5.1613,4.2202,74721717.96,13335322,4.6343
2010/4/8,4.6418,4.6456,4.5665,5.0973,4.1712,76839915.65,13842517,4.574
2010/4/9,4.6042,4.6305,4.5515,5.0333,4.1185,102803614,18591047,4.6192
2010/4/12,4.6267,4.6267,4.5326,5.0823,4.1562,101451125.2,18390900,4.5778
2010/4/13,4.559,4.623,4.4912,5.0371,4.1185,107397932.9,19508034,4.5665
2010/4/14,4.5891,4.7698,4.5891,5.022,4.111,341797406.6,59979955,4.7435
2010/4/15,4.7811,4.8112,4.6719,5.2178,4.2691,242213671.8,42227687,4.7698
2010/4/16,4.7359,4.766,4.6719,5.2479,4.2917,98097925.65,17248878,4.7058
2010/4/19,4.6569,4.6569,4.4423,5.1764,4.2352,143841256.6,26141584,4.4423
2010/4/20,4.4686,4.5138,4.4084,4.8865,3.9981,89080000.06,16510826,4.4875
2010/4/21,4.51,4.5515,4.4423,4.9354,4.0395,83316223.25,15341201,4.5364
2010/4/22,4.5176,4.6117,4.4724,4.9919,4.0846,97654002.41,17793250,4.5627
2010/4/23,4.5552,4.6079,4.4875,5.0183,4.1072,71588879.31,13056300,4.495
2010/4/26,4.495,4.5176,4.4197,4.943,4.047,64770262.22,12059230,4.4385
2010/4/27,4.4611,4.4611,4.1411,4.8827,3.9943,94575103.58,18393091,4.2239
2010/4/28,4.2051,4.2879,4.1486,4.6456,3.8023,49694859.91,9701923,4.2578
2010/4/29,4.2616,4.3068,4.2202,4.6832,3.8324,44672364.94,8676089,4.239
2010/4/30,4.254,4.2842,4.1035,4.6644,3.8136,46635244,9272039,4.1637
2010/5/4,4.0432,4.1524,4.0395,4.5816,3.7458,28792269.22,5801697,4.0922
2010/5/5,4.0922,4.2164,4.0658,4.5025,3.6818,61224081.75,12191003,4.2164
2010/5/6,4.1976,4.1976,3.9868,4.638,3.7948,64995088.15,13122384,3.9868
2010/5/7,3.8964,4.1788,3.8437,4.3858,3.5877,79175078.67,16237195,4.0056
2010/5/10,4.0206,4.1336,3.9529,4.4046,3.6065,48878258.14,10023079,4.0395
2010/5/11,4.1336,4.19,3.9115,4.4423,3.6366,54338942.06,11139275,3.9152
2010/5/12,3.919,3.9228,3.6931,4.3068,3.5237,67572869.64,14616349,3.8098
2010/5/13,3.8098,3.8926,3.7308,4.19,3.4296,53410600.77,11592616,3.8625
2010/5/14,3.8625,3.8889,3.8211,4.2503,3.4748,36687375.68,7889715,3.8399
2010/5/17,3.7948,3.8098,3.5802,4.2239,3.4559,45673993.4,10183171,3.5877
2010/5/18,3.5952,3.6555,3.4936,3.9453,3.2301,42528825.27,9837762,3.6442
2010/5/19,3.6141,3.6743,3.5425,4.0093,3.279,35347960.12,8107700,3.5839
2010/5/21,3.4258,3.5651,3.3882,3.9416,3.2263,47137667.52,11193043,3.5651
2010/5/24,3.5689,3.7759,3.5689,3.9228,3.2075,78440565.52,17564648,3.7421
2010/5/25,3.7082,3.7195,3.6329,4.1148,3.3694,45491923.67,10245864,3.6592
2010/5/26,3.6592,3.6931,3.6216,4.0244,3.2941,26947021.87,6091087,3.6555
2010/5/27,3.6818,3.7421,3.6254,4.0206,3.2903,33149907.34,7436680,3.7195
2010/5/28,3.7534,3.7797,3.6781,4.0922,3.3468,40395036.66,8975835,3.7232
2010/5/31,3.727,3.791,3.6103,4.0959,3.3505,66724656.74,14852578,3.6103
2010/6/1,3.599,3.599,3.4823,3.9717,3.2489,41051599.17,9649242,3.5199
2010/6/2,3.5049,3.5614,3.4484,3.8738,3.1698,25614287.27,6060648,3.5501
2010/6/3,3.5614,3.5952,3.4974,3.9039,3.1962,35610474.25,8285429,3.5011
2010/6/4,3.4861,3.5199,3.4484,3.8512,3.151,41964565.06,9987470,3.5086
2010/6/7,3.407,3.4409,3.3656,3.8588,3.1585,47396947.58,11527430,3.3995
2010/6/8,3.407,3.4334,3.3656,3.7383,3.0607,29050012.49,7069317,3.4183
2010/6/9,3.4371,3.5726,3.407,3.7609,3.0757,63781001.86,15162506,3.5501
2010/6/10,3.5237,3.5952,3.4936,3.9039,3.1962,45308001.42,10590455,3.5312
2010/6/11,3.5501,3.5726,3.5199,3.8851,3.1774,32596943.7,7617258,3.5312
2010/6/17,3.5538,3.5726,3.5199,3.8851,3.1774,37296535.73,8683015,3.5689
2010/6/18,3.5651,3.5689,3.4296,3.9265,3.2112,32719814.45,7742238,3.4409
2010/6/21,3.4258,3.5463,3.4258,3.7835,3.0983,27444061.43,6499013,3.5312
2010/6/22,3.5275,3.5614,3.5124,3.8851,3.1774,25773471.08,6022465,3.535
2010/6/23,3.5011,3.5839,3.4861,3.8889,3.1811,44940406.94,10469939,3.5839
2010/6/24,3.5764,3.5915,3.5388,3.9416,3.2263,25052828.97,5830440,3.5576
2010/6/25,3.5463,3.5501,3.4559,3.9152,3.1999,25298212.97,5996602,3.4861
2010/6/28,3.4823,3.4974,3.4409,3.8362,3.1359,15343304.27,3669510,3.4559
2010/6/29,3.4559,3.4823,3.2903,3.8023,3.1096,32536577.99,8023184,3.2941
2010/6/30,3.2903,3.2903,3.1924,3.6254,2.9665,19951098.34,5136886,3.2075
2010/7/1,3.2075,3.2376,3.1774,3.5275,2.8875,17705470.63,4571952,3.1962
2010/7/2,3.1849,3.215,3.1058,3.5162,2.8762,17898647.66,4686880,3.1849
2010/7/5,3.1698,3.1698,3.0682,3.5049,2.8649,24340556.27,6488704,3.1058
2010/7/6,3.0908,3.1811,3.0908,3.4183,2.7971,22706959.98,5967779,3.1774
2010/7/7,3.1811,3.2639,3.1661,3.4936,2.8611,27749271.49,7159962,3.2564
2010/7/8,3.2564,3.2677,3.1999,3.5839,2.9327,18540657.37,4749664,3.2188
2010/7/9,3.2301,3.3279,3.2112,3.5425,2.8988,39765569.38,10008759,3.3129
2010/7/12,3.3129,3.3769,3.2978,3.6442,2.9816,32931653.78,8135373,3.3618
2010/7/13,3.3505,3.3807,3.3091,3.6969,3.0268,36765957.44,9102586,3.3656
2010/7/14,3.3984,3.3984,3.3438,3.7005,3.0292,36112374.31,8999444,3.3648
2010/7/15,3.3732,3.3816,3.2851,3.7005,3.0292,24331799.45,6121250,3.2893
2010/7/16,3.2977,3.3313,3.2725,3.6166,2.9621,19421213.12,4932926,3.3229
2010/7/19,3.2935,3.4403,3.2641,3.6543,2.9914,40604929.63,10082280,3.4194
2010/7/20,3.4445,3.5452,3.411,3.7634,3.0795,64335521.06,15472614,3.5243
2010/7/21,3.5326,3.5494,3.4949,3.8767,3.1718,51231645.19,12195926,3.5243
2010/7/22,3.5201,3.5914,3.5033,3.8767,3.1718,49825218.94,11778918,3.5914
2010/9/13,3.9522,3.9522,3.9522,3.9522,3.2306,2104804.8,446880,3.9522
2010/9/14,4.3466,4.3466,4.3466,4.3466,3.5578,5593840.56,1079892,4.3466
2010/9/15,4.7829,4.7829,4.7829,4.7829,3.9102,20134486.2,3532366,4.7829
2010/9/16,5.2612,5.2612,5.2612,5.2612,4.3046,111170648.8,17730566,5.2612
2010/9/20,5.7857,5.7857,5.7857,5.7857,4.7368,78816110.66,11430908,5.7857
2010/9/21,6.3646,6.3646,6.2933,6.3646,5.2067,1507910127,198884674,6.3646
2010/9/27,6.6374,7.0024,6.4611,7.0024,5.7269,1500934895,184891620,7.0024
2010/9/28,7.2079,7.2793,6.8178,7.703,6.3017,1074582062,127972034,7.0191
2010/9/29,6.9814,7.2373,6.9226,7.7198,6.3185,842319064.4,99605286,7.0989
2010/9/30,7.0401,7.3758,7.015,7.8079,6.3898,561226175.2,65178798,7.1954
2010/10/8,7.1702,7.6611,7.0443,7.917,6.4737,717800555.5,82010302,7.3842
2010/10/11,7.338,8.1226,7.2793,8.1226,6.6457,1340203693,145662848,7.6695
2010/10/12,7.489,7.7869,7.4261,8.4372,6.9017,609889634.7,67199738,7.6359
2010/10/13,7.5939,8.3995,7.573,8.3995,6.8723,1215109536,124957676,8.3365
2010/10/14,8.1771,8.2023,7.5016,9.1715,7.5016,920998516.1,97480956,7.5016
2010/10/15,7.3422,7.7114,7.0401,8.2526,6.7506,832276176.6,95628110,7.1702
2010/10/18,7.2121,7.3758,6.8807,7.8876,6.4527,457927901.7,53856420,7.2163
2010/10/19,7.1282,7.5436,7.0947,7.938,6.4947,346522685.8,39416606,7.4009
2010/10/20,7.2163,8.0974,7.1828,8.1394,6.6625,609347677.3,65987360,7.8499
2010/10/21,7.7156,8.1687,7.6569,8.6344,7.0653,507004655.7,53579808,8.0596
2010/10/22,7.9757,8.1771,7.8121,8.8652,7.2541,256971860.5,27030994,7.9296
2010/10/25,7.9086,8.7225,7.8079,8.7225,7.1366,713315607.4,70648824,8.7225
2010/10/26,8.7267,8.7855,8.3072,9.5952,7.8499,467942848.6,46494930,8.3491
2010/10/27,8.3491,8.5841,8.1394,9.184,7.5142,338739155.1,34047312,8.3407
2010/10/28,8.4247,8.5589,8.2065,9.1757,7.5058,210323214.3,21068090,8.3869
2010/10/29,8.454,8.454,8.0596,9.226,7.5478,286450364.7,29298356,8.1729
2010/11/1,8.2233,8.517,8.0974,8.9911,7.3548,393160285.2,39642806,8.3659
2010/11/2,8.3869,8.3869,8.0345,9.2008,7.531,489489000.8,50411574,8.0471
2010/11/3,8.0303,8.3072,7.9296,8.8526,7.2415,274972539.2,28358510,8.0387
2010/11/4,8.0554,8.3365,7.9925,8.8442,7.2331,295733083.5,30401720,8.3072
2010/11/5,8.454,8.5128,8.1477,9.1379,7.4765,353680897.3,35692752,8.3156
2010/11/8,8.261,8.7183,8.1897,9.1463,7.4849,514606171.2,50652386,8.6176
2010/11/9,8.5799,8.5799,8.2484,9.4777,7.7576,340387619.1,34032994,8.3198
2010/11/10,8.3701,8.5505,8.2442,9.1505,7.489,341070421.1,34103908,8.324
2010/11/11,8.2694,8.4456,8.1729,9.1547,7.4932,370416490.9,37572464,8.1729
2010/11/12,8.1771,8.1813,7.3548,8.9911,7.3548,412243327.1,45009480,7.3548
2010/11/15,7.4051,7.745,7.2667,8.089,6.6206,264489917.8,29517296,7.7114
2010/11/16,7.6988,7.6988,7.2583,8.4834,6.9394,252326071.6,28292772,7.3842
2010/11/17,7.2919,7.3632,6.9226,8.1226,6.6457,176303825.2,20640244,7.1324
2010/11/18,7.2415,7.2919,7.0066,7.8457,6.4192,109671972,12816280,7.2667
2010/11/19,7.3296,7.5184,7.2457,7.9925,6.5409,168793154.9,19144594,7.4597
2010/11/22,7.4513,7.9715,7.3338,8.2065,6.7129,227742803.7,24523584,7.766
2010/11/23,7.8037,7.8876,7.5268,8.5421,6.9898,135381268,14755166,7.7827
2010/11/24,7.7366,8.2442,7.6988,8.5631,7.0066,258800830.9,27069496,8.0261
2010/11/25,8.0345,8.0429,7.7408,8.8274,7.2247,204545985.6,21741182,7.917
2010/11/26,7.917,8.0974,7.8541,8.71,7.124,134692569.5,14157326,7.9715
2010/11/29,7.9715,8.1729,7.9296,8.7687,7.1744,115932136,12033380,8.0345
2010/11/30,8.0764,8.0764,7.5562,8.84,7.2331,134085271,14457262,7.745
2010/12/1,7.8289,8.5212,7.7618,8.5212,6.9688,593315075.5,59424260,8.5212
2010/12/2,8.7141,8.7477,8.2904,9.3728,7.6695,358460476.7,35597526,8.3072
2010/12/3,8.2652,8.2988,7.9338,9.1379,7.4765,258745556.8,26917300,7.9799
2010/12/6,7.9715,8.1184,7.6778,8.7771,7.1828,199542434.1,21143252,7.8373
2010/12/7,7.8708,8.0806,7.6695,8.6218,7.0527,106565787.1,11308330,8.0345
2010/12/8,8.0303,8.0932,7.7953,8.84,7.2331,149752723.3,15826116,7.9002
2010/12/9,7.8163,7.9212,7.552,8.689,7.1114,156558239.9,17098922,7.6988
2010/12/10,7.7156,7.9464,7.6359,8.4708,6.931,72580912.65,7788682,7.9086
2010/12/13,8.0974,8.517,7.9715,8.7016,7.1198,278473275.5,28025714,8.4079
2010/12/14,8.3911,9.247,7.9715,9.247,7.5688,759036830.7,70276712,9.247
2010/12/15,9.6498,9.9602,9.398,10.17,8.324,747495140.9,65209994,9.5658
2010/12/16,9.5658,9.6498,9.2722,10.5224,8.6093,388073153.8,34484690,9.4819
2010/12/17,9.4484,9.935,9.2722,10.4301,8.5337,459567043.6,39954186,9.8218
2010/12/20,9.8218,10.0903,9.2554,10.8035,8.84,460814914,39397542,9.9812
2010/12/21,9.9812,10.2329,9.6078,10.9797,8.9827,600021273.6,50638538,9.6078
2010/12/22,9.5155,9.7756,9.2973,10.5686,8.647,236176501.8,20784460,9.612
2010/12/23,9.6707,9.6707,9.3393,10.5728,8.6512,167692644.5,14866790,9.5071
2010/12/24,9.4861,9.4861,8.7267,10.4595,8.5547,269971729.1,25261598,9.033
2010/12/27,9.0414,9.0582,8.433,9.935,8.131,271872895.3,25859200,8.4876
2010/12/28,8.4834,8.5967,8.0093,9.3351,7.6401,157527886.3,15961000,8.2484
2010/12/29,8.3072,8.3533,8.0722,9.075,7.4219,181515839.8,18610174,8.3449
2010/12/30,8.3491,8.7897,8.2568,9.1799,7.51,195789614.9,19214560,8.647
2010/12/31,8.7309,8.9197,8.5044,9.5113,7.7827,148328647.4,14252716,8.7897
2011/1/4,8.7729,9.0456,8.7309,9.6707,7.9128,189165203.1,17801860,8.9575
2011/1/5,9.0036,9.033,8.5505,9.8553,8.0638,193506429.3,18529716,8.7435
2011/1/6,8.6848,8.6848,8.3701,9.6162,7.8708,244822696.8,24255794,8.3911
2011/1/7,8.3701,8.6218,8.2736,9.2302,7.552,228290639.7,22600380,8.475
2011/1/10,8.6218,8.6638,8.3911,9.3225,7.6275,211747128.5,20762864,8.4708
2011/1/11,8.3407,8.5925,8.2904,9.3183,7.6233,177988197.2,17728002,8.5925
2011/1/12,8.6638,8.6638,8.3617,9.4526,7.7324,90692043.47,8988384,8.454
2011/1/13,8.4834,8.6176,8.2652,9.3015,7.6065,80987841.64,8056494,8.4708
2011/1/14,8.5128,9.0204,8.3491,9.3183,7.6233,211398726.6,20312516,8.8274
2011/1/17,8.8106,8.8106,7.9464,9.7085,7.9464,229409039.2,23515052,8.1226
2011/1/18,8.0135,8.2652,7.8457,8.9365,7.3086,92109899.47,9551558,8.1226
2011/1/19,8.1813,8.282,8.0345,8.9365,7.3086,71194022.59,7321920,8.2736
2011/1/20,8.2736,8.2736,7.9757,9.1001,7.4471,88521341.53,9085954,8.1352
2011/1/21,8.0974,8.1939,7.8876,8.9491,7.3212,74441576.7,7771982,7.9673
2011/1/24,7.9841,8.0261,7.489,8.7645,7.1702,175194478.5,19069088,7.5562
2011/1/25,7.573,7.6527,7.4135,8.3114,6.801,53319775.75,5920758,7.5939
2011/1/26,7.6359,8.0135,7.6275,8.3533,6.8345,61430819.25,6558976,7.9715
2011/1/27,8.0135,8.3198,7.8666,8.7687,7.1744,80842919.45,8327826,8.2862
2011/1/28,8.282,8.7016,8.2233,9.1169,7.4597,122317406.4,11993638,8.5379
2011/1/31,8.5379,8.668,8.4121,9.3938,7.6862,61791532.12,6043822,8.5295
2011/2/1,8.6386,8.6386,8.4037,9.3812,7.6778,45188011.19,4476990,8.496
2011/2/9,8.475,9.1001,8.3282,9.3477,7.6485,174902635.4,16614606,8.6218
2011/2/11,9.1379,9.4735,8.7519,9.4861,7.7618,317002092.8,29589808,8.9071
2011/2/14,8.8526,9.0875,8.7687,9.7966,8.0177,262968228.3,24640710,8.9365
2011/2/15,8.9575,9.2847,8.8442,9.8302,8.0429,190917607.7,17585106,9.0582
2011/2/16,9.1463,9.4064,9.0624,9.9644,8.1519,185887098,16802408,9.3141
2011/2/17,9.3519,9.3561,9.012,10.2455,8.3827,194805640.1,17905140,9.1799
2011/2/18,9.0624,9.1799,8.9617,10.0987,8.261,112936804.1,10482856,8.9869
2011/2/21,8.9197,9.2973,8.8106,9.8847,8.089,131197306.9,11993644,9.2344
2011/2/22,9.1505,9.6078,8.9197,10.1574,8.3114,292012647.1,26352582,9.5239
2011/2/23,9.5658,9.5658,9.0834,10.4763,8.5715,178460772.6,16189908,9.3057
2011/2/24,9.2302,9.2302,8.8946,10.2371,8.3743,144546231.1,13460474,9.0036
